Jacobian Analysis: 427x303 (where * is the current frame)
Row Range      Col Range      Residual(LmkID/ImuerrorID)                   Parameter(ID & Type)                    Block Size     Max Val        
-------------------------------------------------------------------------------------------------------------------
[107,108]      [261,263]      140735207069440 (ReprojectionError)*         288230376151712305 (cLandmark)*         2x3            0.646603       
[109,110]      [15,20]        140735207032128 (ReprojectionError)*         4866048 (cPose)*                        2x6            25.1068        
[109,110]      [216,218]      140735207032128 (ReprojectionError)*         288230376151712091 (cLandmark)*         2x3            1.37711        
[111,112]      [15,20]        140735207034464 (ReprojectionError)*         4866048 (cPose)*                        2x6            26.0268        
[111,112]      [219,221]      140735207034464 (ReprojectionError)*         288230376151712128 (cLandmark)*         2x3            1.6718         
[113,114]      [15,20]        140735207036800 (ReprojectionError)*         4866048 (cPose)*                        2x6            52.5213        
[113,114]      [222,224]      140735207036800 (ReprojectionError)*         288230376151712146 (cLandmark)*         2x3            3.44319        
[115,116]      [15,20]        140735207039136 (ReprojectionError)*         4866048 (cPose)*                        2x6            50.5853        
[115,116]      [225,227]      140735207039136 (ReprojectionError)*         288230376151712160 (cLandmark)*         2x3            2.17714        
[117,118]      [15,20]        140735207041472 (ReprojectionError)*         4866048 (cPose)*                        2x6            48.7583        
[117,118]      [228,230]      140735207041472 (ReprojectionError)*         288230376151712165 (cLandmark)*         2x3            2.18209        
[119,120]      [15,20]        140735207043808 (ReprojectionError)*         4866048 (cPose)*                        2x6            12.044         
[119,120]      [231,233]      140735207043808 (ReprojectionError)*         288230376151712212 (cLandmark)*         2x3            1.84365        
[121,122]      [15,20]        140735206956592 (ReprojectionError)*         4866048 (cPose)*                        2x6            51.9285        
[121,122]      [234,236]      140735206956592 (ReprojectionError)*         288230376151712227 (cLandmark)*         2x3            2.60447        
[123,124]      [15,20]        140735207050752 (ReprojectionError)*         4866048 (cPose)*                        2x6            13.2051        
[123,124]      [237,239]      140735207050752 (ReprojectionError)*         288230376151712230 (cLandmark)*         2x3            0.629452       
[125,126]      [15,20]        140735207053088 (ReprojectionError)*         4866048 (cPose)*                        2x6            26.1038        
[125,126]      [240,242]      140735207053088 (ReprojectionError)*         288230376151712243 (cLandmark)*         2x3            1.3539         
[127,128]      [15,20]        140735207055424 (ReprojectionError)*         4866048 (cPose)*                        2x6            23.2866        
[127,128]      [243,245]      140735207055424 (ReprojectionError)*         288230376151712245 (cLandmark)*         2x3            0.970741       
[129,130]      [15,20]        140735207057760 (ReprojectionError)*         4866048 (cPose)*                        2x6            23.9361        
[129,130]      [246,248]      140735207057760 (ReprojectionError)*         288230376151712250 (cLandmark)*         2x3            5.19548        
[131,132]      [15,20]        140735207060096 (ReprojectionError)*         4866048 (cPose)*                        2x6            22.9575        
[131,132]      [249,251]      140735207060096 (ReprojectionError)*         288230376151712251 (cLandmark)*         2x3            4.91316        
[133,134]      [15,20]        140735207062432 (ReprojectionError)*         4866048 (cPose)*                        2x6            52.5139        
[133,134]      [252,254]      140735207062432 (ReprojectionError)*         288230376151712262 (cLandmark)*         2x3            2.93635        
[135,136]      [15,20]        140735207064768 (ReprojectionError)*         4866048 (cPose)*                        2x6            26.1311        
[135,136]      [255,257]      140735207064768 (ReprojectionError)*         288230376151712264 (cLandmark)*         2x3            0.881692       
[137,138]      [15,20]        140735207067104 (ReprojectionError)*         4866048 (cPose)*                        2x6            47.4054        
[137,138]      [258,260]      140735207067104 (ReprojectionError)*         288230376151712298 (cLandmark)*         2x3            2.19437        
[139,140]      [15,20]        140735207011072 (ReprojectionError)*         4866048 (cPose)*                        2x6            50.6596        
[139,140]      [168,170]      140735207011072 (ReprojectionError)*         288230376151711750 (cLandmark)*         2x3            2.97113        
[141,142]      [15,20]        140735207071776 (ReprojectionError)*         4866048 (cPose)*                        2x6            24.2277        
[141,142]      [264,266]      140735207071776 (ReprojectionError)*         288230376151712306 (cLandmark)*         2x3            1.07163        
[143,144]      [15,20]        140735207074112 (ReprojectionError)*         4866048 (cPose)*                        2x6            13.0009        
[143,144]      [267,269]      140735207074112 (ReprojectionError)*         288230376151712312 (cLandmark)*         2x3            1.88181        
[145,146]      [15,20]        140735207077472 (ReprojectionError)*         4866048 (cPose)*                        2x6            50.7777        
[145,146]      [270,272]      140735207077472 (ReprojectionError)*         288230376151712316 (cLandmark)*         2x3            2.33331        
[147,148]      [15,20]        140735207079808 (ReprojectionError)*         4866048 (cPose)*                        2x6            12.7323        
[147,148]      [273,275]      140735207079808 (ReprojectionError)*         288230376151712319 (cLandmark)*         2x3            0.809315       
[149,150]      [15,20]        140735207082144 (ReprojectionError)*         4866048 (cPose)*                        2x6            23.5708        
[149,150]      [276,278]      140735207082144 (ReprojectionError)*         288230376151712321 (cLandmark)*         2x3            3.57068        
[151,152]      [15,20]        140735207084480 (ReprojectionError)*         4866048 (cPose)*                        2x6            13.812         
[151,152]      [279,281]      140735207084480 (ReprojectionError)*         288230376151712322 (cLandmark)*         2x3            0.475564       
[153,154]      [15,20]        140735207086816 (ReprojectionError)*         4866048 (cPose)*                        2x6            14.7766        
[153,154]      [282,284]      140735207086816 (ReprojectionError)*         288230376151712325 (cLandmark)*         2x3            2.84716        
[155,156]      [15,20]        140735207089152 (ReprojectionError)*         4866048 (cPose)*                        2x6            51.7883        
[155,156]      [285,287]      140735207089152 (ReprojectionError)*         288230376151712335 (cLandmark)*         2x3            2.24499        
[157,158]      [15,20]        140735207091488 (ReprojectionError)*         4866048 (cPose)*                        2x6            23.8151        
[157,158]      [288,290]      140735207091488 (ReprojectionError)*         288230376151712350 (cLandmark)*         2x3            5.58569        
[159,160]      [15,20]        140735207100016 (ReprojectionError)*         4866048 (cPose)*                        2x6            23.0978        
[159,160]      [291,293]      140735207100016 (ReprojectionError)*         288230376151712352 (cLandmark)*         2x3            4.97688        
[161,162]      [15,20]        140735207102352 (ReprojectionError)*         4866048 (cPose)*                        2x6            49.9159        
[161,162]      [294,296]      140735207102352 (ReprojectionError)*         288230376151712354 (cLandmark)*         2x3            2.2639         
[163,164]      [15,20]        140735207104688 (ReprojectionError)*         4866048 (cPose)*                        2x6            52.1907        
[163,164]      [297,299]      140735207104688 (ReprojectionError)*         288230376151712367 (cLandmark)*         2x3            2.30795        
[165,166]      [15,20]        140735207107024 (ReprojectionError)*         4866048 (cPose)*                        2x6            50.7632        
[165,166]      [300,302]      140735207107024 (ReprojectionError)*         288230376151712373 (cLandmark)*         2x3            2.4768         
[167,168]      [15,20]        140735206979696 (ReprojectionError)*         4866048 (cPose)*                        2x6            50.5398        
[167,168]      [204,206]      140735206979696 (ReprojectionError)*         288230376151711828 (cLandmark)*         2x3            2.63783        
[169,170]      [15,20]        140735206972688 (ReprojectionError)*         4866048 (cPose)*                        2x6            24.9439        
[169,170]      [195,197]      140735206972688 (ReprojectionError)*         288230376151711799 (cLandmark)*         2x3            1.15826        
[171,172]      [15,20]        140735206929264 (ReprojectionError)*         4866048 (cPose)*                        2x6            12.1948        
[171,172]      [171,173]      140735206929264 (ReprojectionError)*         288230376151711751 (cLandmark)*         2x3            0.565171       
[173,174]      [15,20]        140735206975024 (ReprojectionError)*         4866048 (cPose)*                        2x6            24.9689        
[173,174]      [198,200]      140735206975024 (ReprojectionError)*         288230376151711807 (cLandmark)*         2x3            1.11283        
[175,176]      [15,20]        140735206970352 (ReprojectionError)*         4866048 (cPose)*                        2x6            51.4037        
[175,176]      [192,194]      140735206970352 (ReprojectionError)*         288230376151711797 (cLandmark)*         2x3            2.55831        
[177,178]      [15,20]        140735206949728 (ReprojectionError)*         4866048 (cPose)*                        2x6            12.059         
[177,178]      [165,167]      140735206949728 (ReprojectionError)*         288230376151711749 (cLandmark)*         2x3            2.0615         
[179,180]      [15,20]        140735206977360 (ReprojectionError)*         4866048 (cPose)*                        2x6            50.3879        
[179,180]      [201,203]      140735206977360 (ReprojectionError)*         288230376151711827 (cLandmark)*         2x3            1.99609        
[181,182]      [15,20]        140735207029792 (ReprojectionError)*         4866048 (cPose)*                        2x6            51.1433        
[181,182]      [213,215]      140735207029792 (ReprojectionError)*         288230376151712023 (cLandmark)*         2x3            2.09845        
[183,184]      [15,20]        140735206968016 (ReprojectionError)*         4866048 (cPose)*                        2x6            49.5114        
[183,184]      [189,191]      140735206968016 (ReprojectionError)*         288230376151711794 (cLandmark)*         2x3            2.48381        
[185,186]      [15,20]        140735206660912 (ReprojectionError)*         4866048 (cPose)*                        2x6            12.6037        
[185,186]      [174,176]      140735206660912 (ReprojectionError)*         288230376151711753 (cLandmark)*         2x3            0.486337       
[187,188]      [15,20]        140735206982032 (ReprojectionError)*         4866048 (cPose)*                        2x6            26.4446        
[187,188]      [207,209]      140735206982032 (ReprojectionError)*         288230376151711831 (cLandmark)*         2x3            1.67066        
[189,190]      [15,20]        140735206964656 (ReprojectionError)*         4866048 (cPose)*                        2x6            51.9117        
[189,190]      [186,188]      140735206964656 (ReprojectionError)*         288230376151711777 (cLandmark)*         2x3            2.37149        
[191,192]      [15,20]        140735206984368 (ReprojectionError)*         4866048 (cPose)*                        2x6            52.9144        
[191,192]      [210,212]      140735206984368 (ReprojectionError)*         288230376151711838 (cLandmark)*         2x3            1.77874        
[193,194]      [15,20]        140735206962320 (ReprojectionError)*         4866048 (cPose)*                        2x6            13.227         
[193,194]      [183,185]      140735206962320 (ReprojectionError)*         288230376151711770 (cLandmark)*         2x3            0.382616       
[195,196]      [15,20]        140735206693424 (ReprojectionError)*         4866048 (cPose)*                        2x6            25.252         
[195,196]      [177,179]      140735206693424 (ReprojectionError)*         288230376151711758 (cLandmark)*         2x3            1.14387        
[197,198]      [15,20]        140735206959984 (ReprojectionError)*         4866048 (cPose)*                        2x6            12.7586        
[197,198]      [180,182]      140735206959984 (ReprojectionError)*         288230376151711766 (cLandmark)*         2x3            0.583753       
[199,199]      [30,35]        140735206701792 (HMCError)                   1729382256911548416 (gPose)             1x6            10.8985        
[199,199]      [36,44]        140735206701792 (HMCError)                   603482350068924416 (ImuStates)          1x9            0.262053       
[200,201]      [30,35]        140735206702672 (NHCError)                   1729382256911548416 (gPose)             2x6            11.4543        
[200,201]      [36,44]        140735206702672 (NHCError)                   603482350068924416 (ImuStates)          2x9            0.999493       
[202,216]      [30,35]        140735206718480 (IMUError)                   1729382256911548416 (gPose)             15x6           88413.5        
[202,216]      [36,44]        140735206718480 (IMUError)                   603482350068924416 (ImuStates)          15x9           1.51443e+06    
[202,216]      [45,50]        140735206718480 (IMUError)                   1729382256911564800 (gPose)             15x6           88413.5        
[202,216]      [51,59]        140735206718480 (IMUError)                   603482350068940800 (ImuStates)          15x9           1.51443e+06    
[217,219]      [30,35]        140735206700896 (VelocityError)              1729382256911548416 (gPose)             3x6            0.133843       
[217,219]      [36,44]        140735206700896 (VelocityError)              603482350068924416 (ImuStates)          3x9            13.2991        
[220,222]      [30,35]        140735206700032 (PositionError)              1729382256911548416 (gPose)             3x6            280.322        
[223,237]      [30,35]        140735206699472 (MarginalizationError)       1729382256911548416 (gPose)             15x6           339.689        
[223,237]      [36,44]        140735206699472 (MarginalizationError)       603482350068924416 (ImuStates)          15x9           789.59         
[238,252]      [45,50]        140735206737152 (IMUError)                   1729382256911564800 (gPose)             15x6           89443.2        
[238,252]      [51,59]        140735206737152 (IMUError)                   603482350068940800 (ImuStates)          15x9           1.51443e+06    
[238,252]      [60,65]        140735206737152 (IMUError)                   1729382256911581184 (gPose)             15x6           89443.2        
[238,252]      [66,74]        140735206737152 (IMUError)                   603482350068957184 (ImuStates)          15x9           1.51443e+06    
[253,255]      [45,50]        140735206719040 (PositionError)              1729382256911564800 (gPose)             3x6            280.542        
[256,258]      [45,50]        140735206720176 (VelocityError)              1729382256911564800 (gPose)             3x6            0.0754152      
[256,258]      [51,59]        140735206720176 (VelocityError)              603482350068940800 (ImuStates)          3x9            13.2787        
[259,260]      [45,50]        140735206721232 (NHCError)                   1729382256911564800 (gPose)             2x6            11.4546        
[259,260]      [51,59]        140735206721232 (NHCError)                   603482350068940800 (ImuStates)          2x9            0.999502       
[261,261]      [45,50]        140735206720592 (HMCError)                   1729382256911564800 (gPose)             1x6            10.9217        
[261,261]      [51,59]        140735206720592 (HMCError)                   603482350068940800 (ImuStates)          1x9            0.256299       
[262,264]      [60,65]        140735206737712 (PositionError)              1729382256911581184 (gPose)             3x6            267.189        
[265,267]      [60,65]        140735206738576 (VelocityError)              1729382256911581184 (gPose)             3x6            0.153204       
[265,267]      [66,74]        140735206738576 (VelocityError)              603482350068957184 (ImuStates)          3x9            13.293         
[268,268]      [60,65]        140735206739072 (HMCError)                   1729382256911581184 (gPose)             1x6            10.9418        
[268,268]      [66,74]        140735206739072 (HMCError)                   603482350068957184 (ImuStates)          1x9            0.251507       
[269,270]      [60,65]        140735206739712 (NHCError)                   1729382256911581184 (gPose)             2x6            11.4542        
[269,270]      [66,74]        140735206739712 (NHCError)                   603482350068957184 (ImuStates)          2x9            0.999467       
[271,285]      [60,65]        140735206756624 (IMUError)                   1729382256911581184 (gPose)             15x6           90512.1        
[271,285]      [66,74]        140735206756624 (IMUError)                   603482350068957184 (ImuStates)          15x9           1.51443e+06    
[271,285]      [75,80]        140735206756624 (IMUError)                   1729382256911597568 (gPose)             15x6           90512.1        
[271,285]      [81,89]        140735206756624 (IMUError)                   603482350068973568 (ImuStates)          15x9           1.51443e+06    
[286,300]      [75,80]        140735206815312 (IMUError)                   1729382256911597568 (gPose)             15x6           91619.7        
[286,300]      [81,89]        140735206815312 (IMUError)                   603482350068973568 (ImuStates)          15x9           1.51443e+06    
[286,300]      [90,95]        140735206815312 (IMUError)                   1729382256911613952 (gPose)             15x6           91619.7        
[286,300]      [96,104]       140735206815312 (IMUError)                   603482350068989952 (ImuStates)          15x9           1.51443e+06    
[301,302]      [75,80]        140735206759184 (NHCError)                   1729382256911597568 (gPose)             2x6            11.4542        
[301,302]      [81,89]        140735206759184 (NHCError)                   603482350068973568 (ImuStates)          2x9            0.999424       
[303,303]      [75,80]        140735206758544 (HMCError)                   1729382256911597568 (gPose)             1x6            10.9572        
[303,303]      [81,89]        140735206758544 (HMCError)                   603482350068973568 (ImuStates)          1x9            0.246456       
[304,306]      [75,80]        140735206758048 (VelocityError)              1729382256911597568 (gPose)             3x6            0.0696964      
[304,306]      [81,89]        140735206758048 (VelocityError)              603482350068973568 (ImuStates)          3x9            13.2721        
[307,309]      [75,80]        140735206757184 (PositionError)              1729382256911597568 (gPose)             3x6            272.258        
[310,312]      [90,95]        140735206835552 (VelocityError)              1729382256911613952 (gPose)             3x6            0.0446144      
[310,312]      [96,104]       140735206835552 (VelocityError)              603482350068989952 (ImuStates)          3x9            13.3522        
[313,327]      [0,5]          140735206845184 (IMUError)                   4734976 (cPose)                         15x6           173784         
[313,327]      [6,14]         140735206845184 (IMUError)                   576460752308158464 (ImuStates)          15x9           4.04749e+06    
[313,327]      [90,95]        140735206845184 (IMUError)                   1729382256911613952 (gPose)             15x6           173784         
[313,327]      [96,104]       140735206845184 (IMUError)                   603482350068989952 (ImuStates)          15x9           4.04749e+06    
[328,328]      [90,95]        140735206845136 (HMCError)                   1729382256911613952 (gPose)             1x6            10.8917        
[328,328]      [96,104]       140735206845136 (HMCError)                   603482350068989952 (ImuStates)          1x9            0.244041       
[329,330]      [90,95]        140735206845040 (NHCError)                   1729382256911613952 (gPose)             2x6            11.4537        
[329,330]      [96,104]       140735206845040 (NHCError)                   603482350068989952 (ImuStates)          2x9            0.999389       
[331,333]      [90,95]        140735206843792 (PositionError)              1729382256911613952 (gPose)             3x6            271.458        
[334,336]      [105,110]      140735206788240 (VelocityError)              1729382256911630336 (gPose)             3x6            0.114439       
[334,336]      [111,119]      140735206788240 (VelocityError)              603482350069006336 (ImuStates)          3x9            13.0228        
[337,351]      [105,110]      140735206767312 (IMUError)                   1729382256911630336 (gPose)             15x6           93938.3        
[337,351]      [111,119]      140735206767312 (IMUError)                   603482350069006336 (ImuStates)          15x9           1.51443e+06    
[337,351]      [120,125]      140735206767312 (IMUError)                   1729382256911646720 (gPose)             15x6           93938.3        
[337,351]      [126,134]      140735206767312 (IMUError)                   603482350069022720 (ImuStates)          15x9           1.51443e+06    
[352,354]      [105,110]      140735206949776 (PositionError)              1729382256911630336 (gPose)             3x6            265.394        
[355,356]      [105,110]      140735206788464 (NHCError)                   1729382256911630336 (gPose)             2x6            11.4532        
[355,356]      [111,119]      140735206788464 (NHCError)                   603482350069006336 (ImuStates)          2x9            0.999375       
[357,357]      [105,110]      140735206905696 (HMCError)                   1729382256911630336 (gPose)             1x6            10.9114        
[357,357]      [111,119]      140735206905696 (HMCError)                   603482350069006336 (ImuStates)          1x9            0.240998       
[358,372]      [120,125]      140735206802736 (IMUError)                   1729382256911646720 (gPose)             15x6           95173.4        
[358,372]      [126,134]      140735206802736 (IMUError)                   603482350069022720 (ImuStates)          15x9           1.51443e+06    
[358,372]      [135,140]      140735206802736 (IMUError)                   1729382256911663104 (gPose)             15x6           95173.4        
[358,372]      [141,149]      140735206802736 (IMUError)                   603482350069039104 (ImuStates)          15x9           1.51443e+06    
[373,375]      [120,125]      140735206772784 (PositionError)              1729382256911646720 (gPose)             3x6            254.313        
[376,378]      [120,125]      140735206936368 (VelocityError)              1729382256911646720 (gPose)             3x6            0.406912       
[376,378]      [126,134]      140735206936368 (VelocityError)              603482350069022720 (ImuStates)          3x9            13.3099        
[379,381]      [135,140]      140735206929312 (PositionError)              1729382256911663104 (gPose)             3x6            254.402        
[382,384]      [135,140]      140735206842256 (VelocityError)              1729382256911663104 (gPose)             3x6            0.230006       
[382,384]      [141,149]      140735206842256 (VelocityError)              603482350069039104 (ImuStates)          3x9            13.3216        
